category,ordinal,month,year,rateaccount,property,sgid,type,streetnumber,streetname,suburb,account,install,device,uomdesc,uom,readings,afterrandvalue,randvalue,
LPU-Demand  | LV,125,June,2019,206385259,ERF 273 of CRAIGHALL PARK,T0IQ0064000000002730000000,Registered Parcel,20,CLARENCE AVENUE,CRAIGHALL PARK,220000630,3002667949,63034342,KVA,1,152,28492,0
LPU-Demand  | LV,126,June,2019,206385259,ERF 273 of CRAIGHALL PARK,T0IQ0064000000002730000000,Registered Parcel,20,CLARENCE AVENUE,CRAIGHALL PARK,220000630,3002667949,63034342,KWH,2,123020,80763,0
LPU-Demand  | LV,127,June,2019,206385259,ERF 273 of CRAIGHALL PARK,T0IQ0064000000002730000000,Registered Parcel,20,CLARENCE AVENUE,CRAIGHALL PARK,220000630,3002667949,63034342,KRH,3,20381,4001,0
LPU-Demand  | LV,128,June,2019,206565734,Portion 111 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110011100,Non Residential,408,JAN SMUTS AVENUE,CRAIGHALL PARK,220000831,3002671704,98369236,KVA,1,70,13104,0
LPU-Demand  | LV,129,June,2019,206565734,Portion 111 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110011100,Non Residential,408,JAN SMUTS AVENUE,CRAIGHALL PARK,220000831,3002671704,98369236,KWH,2,24910,16353,0
LPU-Demand  | LV,130,June,2019,206565741,Portion 119 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110011900,Non Residential,9,BURNSIDE AVENUE,CRAIGHALL PARK,220000905,3002676382,207701426,KVA,1,70,13104,0
LPU-Demand  | LV,131,June,2019,206565741,Portion 119 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110011900,Non Residential,9,BURNSIDE AVENUE,CRAIGHALL PARK,220000905,3002676382,207701426,KWH,2,10760,7064,0
LPU-Demand  | LV,132,June,2019,207106959,Portion 337 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110033700,Non Residential,387,JAN SMUTS AVENUE,CRAIGHALL PARK,220000937,3003715817,63021699,KVA,1,70,13104,0
LPU-Demand  | LV,133,June,2019,207106959,Portion 337 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110033700,Non Residential,387,JAN SMUTS AVENUE,CRAIGHALL PARK,220000937,3003715817,63021699,KWH,2,18935,12686,0
LPU-Demand  | LV,134,June,2019,206727022,ERF 723 of CRAIGHALL PARK,T0IQ0064000000007230000000,Non Residential,369,JAN SMUTS AVENUE,CRAIGHALL PARK,220001000,3002676394,83834799,KVA,1,426,79747,0
LPU-Demand  | LV,135,June,2019,206727022,ERF 723 of CRAIGHALL PARK,T0IQ0064000000007230000000,Non Residential,369,JAN SMUTS AVENUE,CRAIGHALL PARK,220001000,3002676394,83834799,KWH,2,438000,287547,0
LPU-Demand  | LV,136,June,2019,206538427,Portion 3 of ERF 14 of FORMAIN,T0IR0257000000000140000300,Non Residential,7,DROME ROAD,WHITNEY GARDENS,220001320,3002652432,93750739,KVA,1,70,13104,0
LPU-Demand  | LV,137,June,2019,206538427,Portion 3 of ERF 14 of FORMAIN,T0IR0257000000000140000300,Non Residential,7,DROME ROAD,WHITNEY GARDENS,220001320,3002652432,93750739,KWH,2,9256,6077,0
LPU-Demand  | LV,138,June,2019,554418829,ERF 184 of GRESSWOLD,T0IR0288000000001840000000,Non Residential,4,LAPWORTH ROAD,GRESSWOLD,220001433,3002670504,63055049,KVA,1,70,13104,0
LPU-Demand  | LV,139,June,2019,554418829,ERF 184 of GRESSWOLD,T0IR0288000000001840000000,Non Residential,4,LAPWORTH ROAD,GRESSWOLD,220001433,3002670504,63055049,KWH,2,19278,12656,0
LPU-Demand  | LV,140,June,2019,206506792,ERF 112 of ILLOVO,T0IR0326000000001120000000,Non Residential,18,CHAPLIN ROAD,ILLOVO,220001514,3002670564,84368262,KVA,1,70,13104,0
LPU-Demand  | LV,141,June,2019,206506792,ERF 112 of ILLOVO,T0IR0326000000001120000000,Non Residential,18,CHAPLIN ROAD,ILLOVO,220001514,3002670564,84368262,KWH,2,18935,12686,0
LPU-Demand  | LV,142,June,2019,206376550,ERF 482 of KEW,T0IR0361000000004820000000,Non Residential,90,SECOND AVENUE,KEW,220001842,3002673774,98369507,KVA,1,70,13104,0
LPU-Demand  | LV,143,June,2019,206376550,ERF 482 of KEW,T0IR0361000000004820000000,Non Residential,90,SECOND AVENUE,KEW,220001842,3002673774,98369507,KWH,2,11726,7698,0
LPU-Demand  | LV,144,June,2019,206376550,ERF 482 of KEW,T0IR0361000000004820000000,Non Residential,90,SECOND AVENUE,KEW,220001842,3002673774,98369507,KRH,3,887,174,0
LPU-Demand  | LV,145,June,2019,206473748,ERF 593 of KEW,T0IR0361000000005930000000,Non Residential,101,ELEVENTH ROAD,KEW,220002067,3002667653,80395516,KVA,1,306,57449,0
LPU-Demand  | LV,146,June,2019,206473748,ERF 593 of KEW,T0IR0361000000005930000000,Non Residential,101,ELEVENTH ROAD,KEW,220002067,3002667653,80395516,KWH,2,67582,44368,0
LPU-Demand  | LV,147,June,2019,206773283,ERF 670 of KEW,T0IR0361000000006700000000,Non Residential,40,THIRTEENTH ROAD,KEW,220002282,3002671649,63021753,KVA,1,227,42551,0
LPU-Demand  | LV,148,June,2019,206773283,ERF 670 of KEW,T0IR0361000000006700000000,Non Residential,40,THIRTEENTH ROAD,KEW,220002282,3002671649,63021753,KWH,2,159322,104595,0
LPU-Demand  | LV,149,June,2019,206773283,ERF 670 of KEW,T0IR0361000000006700000000,Non Residential,40,THIRTEENTH ROAD,KEW,220002282,3002671649,63021753,KRH,3,12363,2427,0
LPU-Demand  | LV,150,June,2019,206556747,ERF 685 of KEW,T0IR0361000000006850000000,Non Residential,51,THIRTEENTH ROAD,KEW,220002317,3002671678,63034025,KVA,1,107,20108,0
LPU-Demand  | LV,151,June,2019,206556747,ERF 685 of KEW,T0IR0361000000006850000000,Non Residential,51,THIRTEENTH ROAD,KEW,220002317,3002671678,63034025,KWH,2,51542,33837,0
LPU-Demand  | LV,152,June,2019,206404889,ERF 700 of KEW,T0IR0361000000007000000000,Non Residential,26,WYNBERG ROAD,KEW,220002349,3002674696,96948301,KVA,1,83,15637,0
LPU-Demand  | LV,153,June,2019,206404889,ERF 700 of KEW,T0IR0361000000007000000000,Non Residential,26,WYNBERG ROAD,KEW,220002349,3002674696,96948301,KWH,2,22470,14752,0
LPU-Demand  | LV,154,June,2019,206404889,ERF 700 of KEW,T0IR0361000000007000000000,Non Residential,26,WYNBERG ROAD,KEW,220002349,3002674696,96948301,KRH,3,3829,752,0
LPU-Demand  | LV,155,June,2019,206582987,Portion 160 of ERF 724 of KEW,T0IR0361000000007240016000,Non Residential,272,CORLETT DRIVE,BRAMLEY,220002363,3002674728,63036258,KVA,1,343,64378,0
LPU-Demand  | LV,156,June,2019,206582987,Portion 160 of ERF 724 of KEW,T0IR0361000000007240016000,Non Residential,272,CORLETT DRIVE,BRAMLEY,220002363,3002674728,63036258,KWH,2,298578,196016,0
LPU-Demand  | LV,157,June,2019,206582987,Portion 160 of ERF 724 of KEW,T0IR0361000000007240016000,Non Residential,272,CORLETT DRIVE,BRAMLEY,220002363,3002674728,63036258,KRH,3,37574,7376,0
LPU-Demand  | LV,158,June,2019,206405032,ERF 732 of KEW,T0IR0361000000007320000000,Non Residential,106A,THIRD AVENUE,KEW,220002388,3002674745,80395336,KVA,1,258,48414,0
LPU-Demand  | LV,159,June,2019,206405032,ERF 732 of KEW,T0IR0361000000007320000000,Non Residential,106A,THIRD AVENUE,KEW,220002388,3002674745,80395336,KWH,2,18935,12686,0
LPU-Demand  | LV,160,June,2019,206405064,Portion 6 of ERF 738 of KEW,T0IR0361000000007380000600,Non Residential,633,PRETORIA MN ROAD,Raumaraispark,220002395,3002674756,98453091,KVA,1,157,29563,0
LPU-Demand  | LV,161,June,2019,206405064,Portion 6 of ERF 738 of KEW,T0IR0361000000007380000600,Non Residential,633,PRETORIA MN ROAD,Raumaraispark,220002395,3002674756,98453091,KWH,2,131764,87510,0
LPU-Demand  | LV,162,June,2019,206405064,Portion 6 of ERF 738 of KEW,T0IR0361000000007380000600,Non Residential,633,PRETORIA MN ROAD,Raumaraispark,220002395,3002674756,98453091,KRH,3,7991,1398,0
LPU-Demand  | LV,163,June,2019,206405963,ERF 803 of KEW,T0IR0361000000008030000000,Non Residential,76,ELEVENTH ROAD,KEW,220002500,3002667759,80395546,KVA,1,238,44703,0
LPU-Demand  | LV,164,June,2019,206405963,ERF 803 of KEW,T0IR0361000000008030000000,Non Residential,76,ELEVENTH ROAD,KEW,220002500,3002667759,80395546,KWH,2,99202,65126,0
LPU-Demand  | LV,165,June,2019,206405963,ERF 803 of KEW,T0IR0361000000008030000000,Non Residential,76,ELEVENTH ROAD,KEW,220002500,3002667759,80395546,KRH,3,6292,1235,0
LPU-Demand  | LV,166,June,2019,206840814,REM of ERF 17 of LYNDHURST,T0IR04060000000001700000RE,Non Residential,15,SECOND AVENUE,LYNDHURST,220002780,3002671390,63034152,KVA,1,70,13149,0
LPU-Demand  | LV,167,June,2019,206840814,REM of ERF 17 of LYNDHURST,T0IR04060000000001700000RE,Non Residential,15,SECOND AVENUE,LYNDHURST,220002780,3002671390,63034152,KWH,2,47582,31238,0
LPU-Demand  | LV,168,June,2019,206840814,REM of ERF 17 of LYNDHURST,T0IR04060000000001700000RE,Non Residential,15,SECOND AVENUE,LYNDHURST,220002780,3002671390,63034152,KRH,3,7174,1408,0
LPU-Demand  | LV,169,June,2019,206408594,REM of ERF 42 of LYNDHURST,T0IR04060000000004200000RE,Non Residential,110,JOHANNESBURG ROAD,LYNDHURST,220002853,3002671448,63172386,KVA,1,70,13104,0
LPU-Demand  | LV,170,June,2019,206408594,REM of ERF 42 of LYNDHURST,T0IR04060000000004200000RE,Non Residential,110,JOHANNESBURG ROAD,LYNDHURST,220002853,3002671448,63172386,KWH,2,33696,22121,0
LPU-Demand  | LV,171,June,2019,207029912,REM of ERF 507 of SANDRINGHAM,T0IR05920000000050700000RE,Non Residential,33,ELIZABETH AVENUE,SANDRINGHAM,220003550,3002672203,99633133,KVA,1,70,13104,0
LPU-Demand  | LV,172,June,2019,207029912,REM of ERF 507 of SANDRINGHAM,T0IR05920000000050700000RE,Non Residential,33,ELIZABETH AVENUE,SANDRINGHAM,220003550,3002672203,99633133,KWH,2,19914,13074,0
LPU-Demand  | LV,173,June,2019,206336854,ERF 164 of SAVOY ESTATE,T0IR0593000000001640000000,Non Residential,38,DARWIN AVENUE,SAVOY ESTATE,220003695,3002667152,63021533,KVA,1,180,33791,0
LPU-Demand  | LV,174,June,2019,206336854,ERF 164 of SAVOY ESTATE,T0IR0593000000001640000000,Non Residential,38,DARWIN AVENUE,SAVOY ESTATE,220003695,3002667152,63021533,KWH,2,113812,74718,0
LPU-Demand  | LV,175,June,2019,201282757,ERF 87 of HYDE PARK,T0IR0323000000000870000000,Non Residential,287,JAN SMUTS AVENUE,Dunkeld West,220004353,3003007921,83834616,KVA,1,140,26232,0
LPU-Demand  | LV,176,June,2019,201282757,ERF 87 of HYDE PARK,T0IR0323000000000870000000,Non Residential,287,JAN SMUTS AVENUE,Dunkeld West,220004353,3003007921,83834616,KWH,2,88102,57839,0
LPU-Demand  | LV,177,June,2019,500100363,ERF 66 of ELECTRON,T0IR0218000000000660000000,Non Residential,391,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220004716,3002652854,96948427,KVA,1,272,51001,0
LPU-Demand  | LV,178,June,2019,500100363,ERF 66 of ELECTRON,T0IR0218000000000660000000,Non Residential,391,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220004716,3002652854,96948427,KWH,2,66424,43607,0
LPU-Demand  | LV,179,June,2019,500100363,ERF 66 of ELECTRON,T0IR0218000000000660000000,Non Residential,391,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220004716,3002652854,96948427,KRH,3,12517,2457,0
LPU-Demand  | LV,180,June,2019,500170811,ERF 236 of FERREIRAS DORP,T0IR0247000000002360000000,Non Residential,25,COMMISSIONER STREET,FERREIRAS DORP,220004794,3002668692,98369273,KVA,1,147,27651,0
LPU-Demand  | LV,181,June,2019,500170811,ERF 236 of FERREIRAS DORP,T0IR0247000000002360000000,Non Residential,25,COMMISSIONER STREET,FERREIRAS DORP,220004794,3002668692,98369273,KWH,2,114752,75335,0
LPU-Demand  | LV,182,June,2019,500170811,ERF 236 of FERREIRAS DORP,T0IR0247000000002360000000,Non Residential,25,COMMISSIONER STREET,FERREIRAS DORP,220004794,3002668692,98369273,KRH,3,4549,893,0
LPU-Demand  | LV,183,June,2019,500100476,ERF 243 of FERREIRAS DORP,T0IR0247000000002430000000,Non Residential,29,MIRIAM MAKEBA STREET,FERREIRAS DORP,220004804,3002668695,63029422,KVA,1,70,13104,0
LPU-Demand  | LV,184,June,2019,500100476,ERF 243 of FERREIRAS DORP,T0IR0247000000002430000000,Non Residential,29,MIRIAM MAKEBA STREET,FERREIRAS DORP,220004804,3002668695,63029422,KWH,2,84,55,0
LPU-Demand  | LV,185,June,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004850,3002668723,80395155,KVA,1,70,13104,0
LPU-Demand  | LV,186,June,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004850,3002668723,80395155,KWH,2,58496,38403,0
LPU-Demand  | LV,187,June,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004868,3002677026,96879749,KVA,1,899,168293,0
LPU-Demand  | LV,188,June,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004868,3002677026,96879749,KWH,2,556000,365014,0
LPU-Demand  | LV,189,June,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004868,3002677026,96879749,KRH,3,17600,3455,0
LPU-Demand  | LV,190,June,2019,500159053,ERF 319 of FERREIRAS DORP,T0IR0247000000003190000000,Non Residential,44,MAIN STREET,FERREIRAS DORP,220004917,3002668765,85750313,KVA,1,70,13104,0
LPU-Demand  | LV,191,June,2019,500159053,ERF 319 of FERREIRAS DORP,T0IR0247000000003190000000,Non Residential,44,MAIN STREET,FERREIRAS DORP,220004917,3002668765,85750313,KWH,2,896,588,0
LPU-Demand  | LV,192,June,2019,500159053,ERF 319 of FERREIRAS DORP,T0IR0247000000003190000000,Non Residential,44,MAIN STREET,FERREIRAS DORP,220004917,3002668765,85750313,KRH,3,1197,235,0
LPU-Demand  | LV,193,June,2019,550781238,REM of ERF 1277 of MARSHALLS EXT.1,T0IR04220010000127700000RE,Non Residential,29,GODFREY STREET,MARSHALLS TOWN,220005300,3003565360,85750132,KVA,1,85,15912,0
LPU-Demand  | LV,194,June,2019,550781238,REM of ERF 1277 of MARSHALLS EXT.1,T0IR04220010000127700000RE,Non Residential,29,GODFREY STREET,MARSHALLS TOWN,220005300,3003565360,85750132,KWH,2,46000,30199,0
LPU-Demand  | LV,195,June,2019,500108309,ERF 87 of NEW CENTRE,T0IR0460000000000870000000,Non Residential,20,ROPER STREET,VILLAGE MAIN,220005540,3002669118,98368005,KVA,1,142,26712,0
LPU-Demand  | LV,196,June,2019,500108309,ERF 87 of NEW CENTRE,T0IR0460000000000870000000,Non Residential,20,ROPER STREET,VILLAGE MAIN,220005540,3002669118,98368005,KWH,2,82050,53866,0
LPU-Demand  | LV,197,June,2019,500108309,ERF 87 of NEW CENTRE,T0IR0460000000000870000000,Non Residential,20,ROPER STREET,VILLAGE MAIN,220005540,3002669118,98368005,KRH,3,277,55,0
LPU-Demand  | LV,198,June,2019,500154633,ERF 134 of NEW CENTRE,T0IR0460000000001340000000,Non Residential,24,HULBERT ROAD,VILLAGE MAIN,220005614,3002669141,80395168,KVA,1,231,43299,0
LPU-Demand  | LV,199,June,2019,500154633,ERF 134 of NEW CENTRE,T0IR0460000000001340000000,Non Residential,24,HULBERT ROAD,VILLAGE MAIN,220005614,3002669141,80395168,KWH,2,101048,66338,0
LPU-Demand  | LV,200,June,2019,500152844,Portion 2 of ERF 6 of SALISBURY CLAIMS,T0IR0587000000000060000200,Non Residential,32,SALISBURY STREET,SALISBURY CLAIMS,220005879,3002669265,85189539,KVA,1,109,20424,0
LPU-Demand  | LV,201,June,2019,500152844,Portion 2 of ERF 6 of SALISBURY CLAIMS,T0IR0587000000000060000200,Non Residential,32,SALISBURY STREET,SALISBURY CLAIMS,220005879,3002669265,85189539,KWH,2,29243,19300,0
LPU-Demand  | LV,202,June,2019,500152844,Portion 2 of ERF 6 of SALISBURY CLAIMS,T0IR0587000000000060000200,Non Residential,32,SALISBURY STREET,SALISBURY CLAIMS,220005879,3002669265,85189539,KRH,3,3507,689,0
LPU-Demand  | LV,203,June,2019,500112714,ERF 71 of SELBY,T0IR0597000000000710000000,Non Residential,54,WEBBER STREET,SELBY,220006008,3002672737,94918029,KVA,1,70,13104,0
LPU-Demand  | LV,204,June,2019,500112714,ERF 71 of SELBY,T0IR0597000000000710000000,Non Residential,54,WEBBER STREET,SELBY,220006008,3002672737,94918029,KWH,2,18942,12435,0
LPU-Demand  | LV,205,June,2019,500112721,ERF 72 of SELBY,T0IR0597000000000720000000,Non Residential,56,WEBBER STREET,SELBY,220006015,3002672740,98370206,KVA,1,79,14828,0
LPU-Demand  | LV,206,June,2019,500112721,ERF 72 of SELBY,T0IR0597000000000720000000,Non Residential,56,WEBBER STREET,SELBY,220006015,3002672740,98370206,KWH,2,29952,19663,0
LPU-Demand  | LV,207,June,2019,500112721,ERF 72 of SELBY,T0IR0597000000000720000000,Non Residential,56,WEBBER STREET,SELBY,220006015,3002672740,98370206,KRH,3,1683,330,0
LPU-Demand  | LV,208,June,2019,500112827,ERF 88 of SELBY,T0IR0597000000000880000000,Non Residential,,,SELBY,220006086,3002672778,80395554,KVA,1,150,28081,0
LPU-Demand  | LV,209,June,2019,500112827,ERF 88 of SELBY,T0IR0597000000000880000000,Non Residential,,,SELBY,220006086,3002672778,80395554,KWH,2,70496,46281,0
LPU-Demand  | LV,210,June,2019,500152474,ERF 203 of VILLAGE DEEP,T0IR0699000000002030000000,Non Residential,17,BITCON ROAD,VILLAGE DEEP,220006488,3002668190,63021692,KVA,1,70,13104,0
LPU-Demand  | LV,211,June,2019,500152474,ERF 203 of VILLAGE DEEP,T0IR0699000000002030000000,Non Residential,17,BITCON ROAD,VILLAGE DEEP,220006488,3002668190,63021692,KWH,2,37662,24725,0
LPU-Demand  | LV,212,June,2019,504105524,ERF 223 of VILLAGE DEEP,T0IR0699000000002230000000,Non Residential,28,BITCON ROAD,VILLAGE DEEP,220006544,3002668219,80395276,KVA,1,235,44003,0
LPU-Demand  | LV,213,June,2019,504105524,ERF 223 of VILLAGE DEEP,T0IR0699000000002230000000,Non Residential,28,BITCON ROAD,VILLAGE DEEP,220006544,3002668219,80395276,KWH,2,84274,55326,0
LPU-Demand  | LV,214,June,2019,504105524,ERF 223 of VILLAGE DEEP,T0IR0699000000002230000000,Non Residential,28,BITCON ROAD,VILLAGE DEEP,220006544,3002668219,80395276,KRH,3,10934,2147,0
LPU-Demand  | LV,215,June,2019,500156743,ERF 248 of VILLAGE DEEP,T0IR0699000000002480000000,Non Residential,142,ELOFF STREET,VILLAGE DEEP,220006590,3002668240,63034999,KVA,1,70,13104,0
LPU-Demand  | LV,216,June,2019,500156743,ERF 248 of VILLAGE DEEP,T0IR0699000000002480000000,Non Residential,142,ELOFF STREET,VILLAGE DEEP,220006590,3002668240,63034999,KWH,2,10771,7109,0
LPU-Demand  | LV,217,June,2019,500156743,ERF 248 of VILLAGE DEEP,T0IR0699000000002480000000,Non Residential,142,ELOFF STREET,VILLAGE DEEP,220006590,3002668240,63034999,KRH,3,884,174,0
LPU-Demand  | LV,218,June,2019,552136794,ERF 264 of VILLAGE DEEP,T0IR0699000000002640000000,Non Residential,1,INGLESTONE ROAD,VILLAGE DEEP,220006600,3002668246,83834622,KVA,1,433,81170,0
LPU-Demand  | LV,219,June,2019,552136794,ERF 264 of VILLAGE DEEP,T0IR0699000000002640000000,Non Residential,1,INGLESTONE ROAD,VILLAGE DEEP,220006600,3002668246,83834622,KWH,2,173684,114024,0
LPU-Demand  | LV,220,June,2019,503995426,ERF 319 of VILLAGE DEEP,T0IR0699000000003190000000,Non Residential,2,WRIGHT-BOAG ROAD,VILLAGE DEEP,220006745,3002676680,83834620,KVA,1,549,102773,0
LPU-Demand  | LV,221,June,2019,503995426,ERF 319 of VILLAGE DEEP,T0IR0699000000003190000000,Non Residential,2,WRIGHT-BOAG ROAD,VILLAGE DEEP,220006745,3002676680,83834620,KWH,2,160000,105040,0
LPU-Demand  | LV,222,June,2019,500119967,ERF 40 of WESTGATE,T0IR0725000000000400000000,Non Residential,195,MAIN REEF ROAD,WESTGATE,220007080,3002672073,93750599,KVA,1,173,32495,0
LPU-Demand  | LV,223,June,2019,500119967,ERF 40 of WESTGATE,T0IR0725000000000400000000,Non Residential,195,MAIN REEF ROAD,WESTGATE,220007080,3002672073,93750599,KWH,2,24178,15873,0
LPU-Demand  | LV,224,June,2019,500119967,ERF 40 of WESTGATE,T0IR0725000000000400000000,Non Residential,195,MAIN REEF ROAD,WESTGATE,220007080,3002672073,93750599,KRH,3,6357,1248,0
LPU-Demand  | LV,225,June,2019,500119981,ERF 70 of WESTGATE,T0IR0725000000000700000000,Non Residential,201,MAIN REEF ROAD,WESTGATE,220007114,3002674897,63036392,KVA,1,70,13104,0
LPU-Demand  | LV,226,June,2019,500119981,ERF 70 of WESTGATE,T0IR0725000000000700000000,Non Residential,201,MAIN REEF ROAD,WESTGATE,220007114,3002674897,63036392,KWH,2,1622,1065,0
LPU-Demand  | LV,227,June,2019,500119981,ERF 70 of WESTGATE,T0IR0725000000000700000000,Non Residential,201,MAIN REEF ROAD,WESTGATE,220007114,3002674897,63036392,KRH,3,311,61,0
LPU-Demand  | LV,228,June,2019,501380716,Portion 454 of ERF 96 of TURFFONTEIN 96-IR,T0IR0000096000000960045400,PSI,,,TURFFONTEIN 96-IR,220007259,3003533923,95680987,KVA,1,73,13827,0
LPU-Demand  | LV,229,June,2019,501380716,Portion 454 of ERF 96 of TURFFONTEIN 96-IR,T0IR0000096000000960045400,PSI,,,TURFFONTEIN 96-IR,220007259,3003533923,95680987,KWH,2,80000,52520,0
LPU-Demand  | LV,230,June,2019,501380716,Portion 454 of ERF 96 of TURFFONTEIN 96-IR,T0IR0000096000000960045400,PSI,,,TURFFONTEIN 96-IR,220007259,3003533923,95680987,KRH,3,13114,2574,0
LPU-Demand  | LV,231,June,2019,303177906,REM of ERF 10 of MANUFACTA,T0IQ02390000000001000000RE,Non Residential,11,EINDE STREET,MANUFACTA,220007523,3002670763,98449069,KVA,1,155,29153,0
LPU-Demand  | LV,232,June,2019,303177906,REM of ERF 10 of MANUFACTA,T0IQ02390000000001000000RE,Non Residential,11,EINDE STREET,MANUFACTA,220007523,3002670763,98449069,KWH,2,5875,3930,0
LPU-Demand  | LV,233,June,2019,303177906,REM of ERF 10 of MANUFACTA,T0IQ02390000000001000000RE,Non Residential,11,EINDE STREET,MANUFACTA,220007523,3002670763,98449069,KRH,3,11887,2333,0
LPU-Demand  | LV,234,June,2019,300021851,ERF 1849 of ROODEPOORT,T0IQ0352000000018490000000,Non Residential,,,ROODEPOORT,220007918,3002674164,63012491,KVA,1,74,14003,0
LPU-Demand  | LV,235,June,2019,300021851,ERF 1849 of ROODEPOORT,T0IQ0352000000018490000000,Non Residential,,,ROODEPOORT,220007918,3002674164,63012491,KWH,2,207696,139138,0
LPU-Demand  | LV,236,June,2019,300023802,ERF 2017 of ROODEPOORT,T0IQ0352000000020170000000,Non Residential,,,ROODEPOORT,220008140,3002651800,83834587,KVA,1,303,56809,0
LPU-Demand  | LV,237,June,2019,300023802,ERF 2017 of ROODEPOORT,T0IQ0352000000020170000000,Non Residential,,,ROODEPOORT,220008140,3002651800,83834587,KWH,2,93050,61087,0
LPU-Demand  | LV,238,June,2019,300023802,ERF 2017 of ROODEPOORT,T0IQ0352000000020170000000,Non Residential,,,ROODEPOORT,220008140,3002651800,83834587,KRH,3,9344,1834,0
LPU-Demand  | LV,239,June,2019,302981945,Portion 1 of ERF 1 of TECHNIKON,T0IQ0397000000000010000100,Non Residential,2893,ALBERTINA SISULU ROAD,TECHNIKON,220008580,3002668952,63031915,KVA,1,131,24542,0
LPU-Demand  | LV,240,June,2019,302981945,Portion 1 of ERF 1 of TECHNIKON,T0IQ0397000000000010000100,Non Residential,2893,ALBERTINA SISULU ROAD,TECHNIKON,220008580,3002668952,63031915,KWH,2,37040,24317,0
LPU-Demand  | LV,241,June,2019,302981945,Portion 1 of ERF 1 of TECHNIKON,T0IQ0397000000000010000100,Non Residential,2893,ALBERTINA SISULU ROAD,TECHNIKON,220008580,3002668952,63031915,KRH,3,5846,1148,0
LPU-Demand  | LV,242,June,2019,300042241,REM of ERF 2 of TECHNIKON,T0IQ03970000000000200000RE,Non Residential,2883,ALBERTINA SISULU ROAD,TECHNIKON,220008622,3002668973,96948254,KVA,1,109,20512,0
LPU-Demand  | LV,243,June,2019,300042241,REM of ERF 2 of TECHNIKON,T0IQ03970000000000200000RE,Non Residential,2883,ALBERTINA SISULU ROAD,TECHNIKON,220008622,3002668973,96948254,KWH,2,12916,8479,0
LPU-Demand  | LV,244,June,2019,300042241,REM of ERF 2 of TECHNIKON,T0IQ03970000000000200000RE,Non Residential,2883,ALBERTINA SISULU ROAD,TECHNIKON,220008622,3002668973,96948254,KRH,3,2302,452,0
